Date,Value,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipitation,day_of_week,Day
12-24-2022,19.659,17,72,59.2,45,56,52.7,45,100,81.5,51,14,6,0,30.1,30,30,0,5,900
12-25-2022,11.140,18,67,57.1,50,60,55.8,50,100,95.8,79,14,8.5,0,30.1,30,30,0,6,901
12-26-2022,45.160,19,51,49.1,46,50,47.9,45,100,95.7,89,14,9.2,5,30.1,30.1,30,0.3,0,902
12-27-2022,37.384,20,62,51.7,44,46,43.1,41,93,74.6,48,17,8,0,30.2,30.2,30.1,0.01,1,903
12-28-2022,37.362,21,61,51.3,42,53,45.6,41,100,82.8,50,9,4.4,0,30.3,30.2,30.1,0,2,904
12-29-2022,48.799,22,66,55,49,51,48.3,44,100,80.8,47,10,4.3,0,30.2,30.1,30,0.18,3,905
12-30-2022,35.577,23,78,62,51,67,58.2,50,100,88,66,12,4.4,0,30,29.8,29.7,0,4,906
12-31-2022,19.492,24,76,60,48,64,54.4,48,100,85.6,38,10,2.9,0,29.8,29.7,29.6,0.01,5,907
01-01-2023,27.078,25,75,66.2,51,67,55.5,34,100,72.4,36,21,11.2,0,30,29.8,29.6,0,6,908
01-02-2023,22.918,26,58,48.3,42,34,32.1,29,70,55,33,18,10.2,0,30.2,30.1,30.1,0,0,909
01-03-2023,19.694,27,62,48,35,41,34.7,29,96,64.6,29,7,3,0,30.2,30.1,30,0,1,910
01-04-2023,17.582,28,69,58.8,42,61,52.3,41,100,80.6,63,14,5.4,0,30,29.9,29.8,0,2,911
01-05-2023,25.471,29,76,70,67,71,67.3,62,100,91.6,74,14,8,3,29.8,29.8,29.7,0,3,912
01-06-2023,20.516,30,79,72.7,69,73,70.2,69,100,92.3,72,18,9.6,3,29.8,29.7,29.5,0.16,4,913
01-07-2023,45.353,1,79,70.7,55,72,55.5,39,93,64.3,24,13,6.6,0,29.6,29.6,29.5,0.01,4,914
01-08-2023,40.689,2,78,62.9,50,50,45.8,40,93,58.4,25,10,5.6,0,29.8,29.7,29.6,0,0,915
01-09-2023,11.213,3,67,56.5,48,46,40.9,38,77,57.8,37,16,10.1,6,30.1,30,29.8,0,0,916
01-10-2023,33.470,4,61,49.8,41,39,37.5,36,86,64.5,41,12,7.8,3,30.3,30.2,30.1,0,3,917
01-11-2023,46.286,5,59,47.8,39,41,35.3,30,89,65.5,33,9,4.7,0,30.4,30.3,30.2,0,5,918
01-12-2023,39.059,6,62,56,44,61,53.5,42,100,91.2,83,12,7.1,0,30.2,30.1,30.1,0,1,919
01-13-2023,46.662,7,75,63.3,54,69,62.4,54,100,96.9,76,21,9.4,0,30.1,30,29.9,0.03,3,920
01-14-2023,24.891,8,55,48.3,44,55,46.9,42,100,95.2,86,15,12.1,8,30.1,29.9,29.8,4.61,6,921
01-15-2023,17.027,9,48,45.2,43,42,41.4,40,93,86.5,80,16,9.6,3,30.2,30.2,30.1,0.09,2,922
01-16-2023,13.623,10,59,46.5,39,40,36.5,31,97,72.2,36,8,4.3,0,30.3,30.3,30.2,0,4,923
01-17-2023,44.604,11,63,48.7,35,48,40.7,35,100,77.9,38,13,5.1,0,30.3,30.2,30.1,0,0,924
01-18-2023,35.782,12,69,62.8,50,60,56,48,93,79.2,68,16,8.6,0,30.1,29.9,29.8,0,2,925
01-19-2023,48.350,13,73,65.5,49,67,58.7,39,100,80.1,52,16,10,3,29.7,29.6,29.6,0.68,3,926
01-20-2023,35.070,14,51,47.7,45,45,43.1,40,97,84.6,71,18,12.7,6,29.9,29.8,29.7,0.01,4,927
01-21-2023,14.899,15,65,53.6,47,46,39.6,35,89,61.6,37,15,8.3,3,30.1,30,30,0,5,928
01-22-2023,45.020,16,66,52.7,40,50,44.7,36,96,75.7,54,6,1.6,0,30.2,30.2,30.1,0,6,929
01-23-2023,20.791,17,70,57,48,54,50.1,43,100,81.2,38,7,2.7,0,30.2,30.1,30.1,0,0,930
01-24-2023,30.052,18,61,54.5,47,57,53,47,100,95.2,83,10,4.5,0,30.1,30,29.9,0,1,931
01-25-2023,23.842,19,58,54.8,50,56,54.2,50,100,97.7,87,9,5.3,0,29.8,29.7,29.6,0.08,2,932
01-26-2023,46.343,20,64,56.8,53,55,44.4,31,100,69.1,33,26,12.4,0,29.9,29.7,29.7,0.07,3,933
01-27-2023,12.443,21,64,52.6,45,39,32.7,28,68,48.6,27,13,7.8,0,30,29.9,29.8,0,4,934
01-28-2023,16.554,22,76,62.4,42,63,52.7,37,93,72.3,45,16,8.4,3,29.9,29.9,29.8,0,5,935
01-29-2023,54.607,23,69,60.3,49,62,50.9,41,100,75.3,36,15,7.7,3,30.2,30.1,29.9,0,6,936
01-30-2023,50.519,24,64,56.8,46,60,50.4,40,100,79.9,56,13,7.6,0,30.2,30.1,30,0,0,937
01-31-2023,36.012,25,71,63.6,60,64,61.9,60,100,94.6,75,16,6.5,0,30,30,30,0,1,938
02-01-2023,46.278,26,70,66,62,69,64.9,61,100,96.3,87,30,20.6,8,29.9,29.8,29.6,0,2,939
02-02-2023,25.419,27,73,61.4,54,70,56.3,47,100,85,47,24,8.3,0,29.8,29.7,29.6,1.3,3,940
02-03-2023,24.373,28,61,53.7,45,46,41.9,40,83,65.7,46,14,9.2,6,30,29.9,29.8,0.4,4,941
02-04-2023,39.080,29,52,49.6,47,43,41.7,39,80,74.4,66,15,11.7,8,30.1,30,30,0,5,942
02-05-2023,29.210,30,49,47.1,45,49,45.4,41,100,94.3,80,12,6.9,0,30,29.9,29.7,0,6,943
02-06-2023,32.972,31,58,49.9,45,51,48.2,45,100,94.3,70,16,5.1,0,29.9,29.8,29.7,0.32,0,944
02-07-2023,15.654,1,65,50.7,40,50,45.5,40,100,84.8,52,16,5,0,30.1,30,29.9,0.03,1,945
02-08-2023,35.610,2,56,52.3,50,54,50.7,48,100,94.4,77,20,10.5,5,30.1,29.9,29.8,0,4,946
02-09-2023,39.175,3,56,48.8,40,56,47.6,37,100,95.7,82,17,8.2,3,29.9,29.9,29.8,1.47,4,947
02-10-2023,37.207,4,61,47.7,37,46,41.5,36,100,80.8,56,12,5.6,0,30,29.9,29.9,0.16,0,948
02-11-2023,28.984,5,72,53.7,38,52,44.5,38,100,77.1,31,8,3.5,0,30.1,30,30,0,2,949
02-12-2023,16.007,6,72,58.9,43,60,54.6,43,100,87.3,61,14,5.6,0,30.1,30,29.9,0,5,950
02-13-2023,54.296,7,74,67.7,61,63,61.1,60,97,80.1,66,12,6.3,3,30,30,29.9,0,0,951
02-14-2023,19.741,8,78,66.1,56,65,61.3,56,100,85.8,56,7,3.4,0,30.2,30.1,30,0,3,952
02-15-2023,43.323,9,64,56.3,45,58,39.9,33,90,57.3,34,17,9.3,0,30.4,30.3,30.2,0,6,953
02-16-2023,42.456,10,61,50.8,40,41,35.5,30,89,59.5,33,9,3.9,0,30.3,30.2,30.1,0,1,954
02-17-2023,42.746,11,66,55.3,43,58,48.5,41,100,79.7,54,21,8.9,0,30.1,30,29.8,0,4,955
02-18-2023,12.141,12,66,59.9,47,62,53.6,37,100,81.9,48,16,8.4,0,30.1,29.9,29.8,0.61,6,956
02-19-2023,15.405,13,59,48.3,41,40,37.8,37,86,68.2,49,14,8,5,30.3,30.2,30.1,0,6,957
02-20-2023,20.845,14,56,45.6,37,39,37.2,34,89,73.8,51,12,6.1,0,30.4,30.3,30.2,0,0,958
02-21-2023,22.085,15,54,48.1,43,45,40.8,38,86,76.2,61,10,4.6,0,30.3,30.2,30.2,0,1,959
02-22-2023,16.750,16,61,55.8,49,60,53.3,46,100,91.8,78,13,8.3,3,30.2,30.1,30.1,0,2,960
02-23-2023,46.615,17,69,61.9,55,63,59.2,55,100,91.4,68,12,5.4,0,30.1,30,30,0.07,3,961
02-24-2023,10.296,18,71,62.3,52,68,61,52,100,95.6,87,15,6.6,0,30,29.9,29.7,0,4,962
02-25-2023,14.773,19,71,54.1,38,67,45,28,100,72.5,50,29,17.5,6,30.2,29.9,29.6,0.5,5,963
02-26-2023,31.953,20,54,40.9,32,36,28.8,25,93,64.1,38,15,6.8,0,30.3,30.2,30.1,0,6,964
02-27-2023,32.630,21,62,50.4,35,53,43.8,33,96,79.5,58,20,9.3,0,30.2,30.1,29.9,0,0,965
02-28-2023,51.237,22,72,66.9,61,66,59.4,52,97,77.5,63,24,13.7,5,29.9,29.8,29.7,0,1,966
03-01-2023,28.158,23,67,43.8,36,66,37.7,29,97,80.6,51,28,14.5,0,30,29.9,29.8,0.72,2,967
03-02-2023,10.629,24,59,44.1,31,36,31,27,100,65,29,10,3.7,0,30.2,30.1,30,0.23,3,968
03-03-2023,25.944,25,61,48,35,41,36.3,31,96,68.2,32,15,5.8,0,30.3,30.2,30.1,0,4,969
03-04-2023,22.971,26,65,52.7,41,54,47.9,40,100,85.6,52,12,5.3,0,30.1,30.1,30,0,5,970
03-05-2023,34.355,27,66,54.4,47,52,46.6,39,100,78.1,40,12,5.1,0,30.1,30,29.9,0.03,6,971
03-06-2023,20.019,28,72,58.1,47,54,48.9,44,100,74.1,41,23,9.1,0,30,29.8,29.7,0,0,972
03-07-2023,21.096,29,52,44.2,37,46,25.1,18,93,49.8,26,21,13.5,0,30.2,30.1,30,0.15,1,973
03-08-2023,31.902,30,50,45.3,39,39,28.4,18,79,54.3,31,14,7.2,0,30.2,30.1,30.1,0,2,974
03-09-2023,43.950,31,58,53.1,46,56,50,39,100,89.5,74,13,8.9,5,30.1,30,30,0,3,975
03-10-2023,18.384,1,69,60.1,55,62,58.5,55,100,94.7,78,16,7,3,30.1,30,30,0.14,2,976
03-11-2023,10.992,2,67,60.2,56,61,58.8,55,100,95.2,79,12,7.3,0,30.1,30,29.9,0.01,5,977
03-12-2023,11.960,3,70,64.9,59,68,64.2,59,100,97.6,90,12,7.7,5,29.9,29.8,29.8,0.05,5,978
03-13-2023,37.385,4,77,70.4,66,70,67.9,66,100,92.4,74,13,5.3,0,29.8,29.8,29.8,0.01,1,979
03-14-2023,28.673,5,77,71.6,68,70,68.9,67,100,91.5,76,13,8,3,29.9,29.8,29.8,0,3,980
03-15-2023,40.260,6,80,74.5,71,71,69.3,67,100,84.7,64,15,11.9,7,29.9,29.8,29.7,0,6,981
03-16-2023,24.229,7,75,63.9,44,70,57.3,32,93,79.9,57,23,14.1,8,30.3,29.9,29.8,0,1,982
03-17-2023,44.231,8,43,39.7,37,33,27.7,25,73,62.5,51,21,15.9,13,30.4,30.4,30.3,0.02,4,983
03-18-2023,31.828,9,45,41.6,38,36,32.1,29,76,69.2,60,14,10,5,30.4,30.3,30.2,0,0,984
03-19-2023,52.946,10,69,58.9,44,64,54.3,37,100,85.1,72,15,9.8,6,30.2,30,29.9,0,2,985
03-20-2023,48.507,11,75,68.7,64,70,67.3,64,100,95.5,71,12,7.9,5,29.9,29.8,29.7,0.1,5,986
03-21-2023,18.267,12,67,60,48,67,45.2,34,100,60.9,30,20,11,6,30.2,30,29.8,0.24,0,987
03-22-2023,22.551,13,65,52.4,38,48,40.1,35,97,66.1,37,17,5.8,0,30.2,30.1,30,0,2,988
03-23-2023,12.192,14,77,63.5,52,61,55.8,50,100,78.3,50,17,7.9,0,29.9,29.8,29.7,0,3,989
03-24-2023,35.315,15,78,68.3,60,66,63.9,60,100,86.5,62,13,6.3,0,29.7,29.7,29.6,0,4,990
03-25-2023,45.452,16,69,63.1,57,67,59.8,53,100,89.3,72,13,5.6,0,29.7,29.6,29.6,0.01,5,991
03-26-2023,48.052,17,70,60.3,50,69,55.9,40,100,86.2,58,20,10.5,3,29.9,29.7,29.5,0.01,6,992
03-27-2023,33.781,18,65,53.8,46,40,36.3,34,74,53.4,33,20,14.5,9,30.1,30,29.9,0.06,0,993
03-28-2023,27.857,19,50,47.9,46,49,44.8,35,100,90.6,57,22,10.9,6,30,29.8,29.7,0,1,994
03-29-2023,17.427,20,65,52,46,47,44.7,43,100,78.8,45,12,8.5,5,29.9,29.8,29.8,0.27,2,995
03-30-2023,25.808,21,54,51.8,50,53,49.9,45,100,93.7,72,13,10,8,29.9,29.8,29.8,0,3,996
03-31-2023,13.530,22,71,61.2,50,71,60.9,50,100,98.9,93,10,6.5,0,29.9,29.8,29.7,0.19,4,997
04-01-2023,49.596,23,77,70.6,61,72,59,29,100,71.5,30,21,10.2,3,30,29.8,29.7,0,5,998
04-02-2023,10.118,24,68,58,49,36,34.1,31,61,42.1,26,14,9.3,5,30.2,30.1,30,0,6,999
04-03-2023,24.404,25,60,53.7,47,53,43.9,33,97,71.7,46,15,9.8,0,30.2,30.1,30.1,0,0,1000
04-04-2023,15.561,26,62,58.4,53,62,58.3,53,100,99.6,97,13,8.3,5,30.1,30,29.9,0.03,1,1001
04-05-2023,49.368,27,70,64.7,60,69,64.7,60,100,99.9,97,9,4.8,0,30,29.9,29.9,0.56,2,1002
04-06-2023,35.414,28,67,51.7,45,67,51.2,44,100,98.4,93,16,9.2,0,30,29.9,29.9,0.03,3,1003
04-07-2023,27.286,1,61,53.1,45,58,50.9,45,100,92.4,80,9,4.8,0,30,29.9,29.9,0.14,3,1004
04-08-2023,44.440,2,72,62.7,55,66,60.5,55,100,92.7,75,10,7,3,30,29.9,29.8,0,6,1005
04-09-2023,17.444,3,64,54.6,43,64,52.4,37,100,92.6,79,23,12,0,30.1,29.9,29.8,0.08,6,1006
04-10-2023,33.627,4,42,37.4,36,36,29.1,23,86,72.7,59,20,14,12,30.3,30.2,30.1,0,2,1007
04-11-2023,12.683,5,50,39.3,30,27,20.7,15,69,49.3,31,17,9.4,3,30.4,30.3,30.3,0,4,1008
04-12-2023,18.999,6,57,46.6,33,43,31.3,24,74,57.3,33,17,8.9,0,30.4,30.3,30.1,0,0,1009
04-13-2023,17.518,7,71,62.3,51,67,59.4,44,100,90.1,77,13,8.2,5,30.1,30,29.9,0,2,1010
04-14-2023,25.644,8,82,74.1,68,71,69.3,67,97,85.5,67,14,9.8,6,29.9,29.8,29.7,0.01,5,1011
04-15-2023,38.968,9,81,74.7,71,70,69.1,67,96,83.6,64,15,9.3,0,29.8,29.7,29.7,0,1,1012
04-16-2023,14.411,10,82,72.5,66,71,69.1,66,100,89.8,69,14,7,0,29.9,29.9,29.8,0,3,1013
04-17-2023,41.401,11,82,71.7,66,72,68.2,63,100,89.6,67,14,8.6,0,30.1,30,29.9,0,6,1014
04-18-2023,26.247,12,73,67.5,64,69,66.3,63,100,95.7,87,23,12.9,6,30.1,30,29.8,0,1,1015
04-19-2023,18.497,13,74,72.1,63,73,69.5,63,100,91.5,81,25,12.8,0,29.8,29.6,29.5,0,2,1016
04-20-2023,21.779,14,77,70.4,61,72,53.2,36,93,59.8,26,20,11.1,0,30,29.8,29.6,0.38,3,1017
04-21-2023,15.083,15,64,58.1,50,39,33.8,30,52,40.6,28,21,13.6,6,30.2,30.2,30,0,4,1018
04-22-2023,39.086,16,63,56.5,51,43,34.2,30,60,44,31,13,6.8,0,30.3,30.2,30.2,0,5,1019
04-23-2023,39.293,17,64,55.6,50,43,37.6,31,74,53.7,29,10,5.3,0,30.2,30.2,30.1,0,6,1020
04-24-2023,21.024,18,70,57.1,46,43,39.7,35,83,57,29,15,5.9,0,30.2,30.1,30.1,0,0,1021
04-25-2023,21.929,19,72,58.7,47,46,43.3,41,86,60.2,34,16,6.2,0,30.2,30.1,30.1,0,1,1022
04-26-2023,49.152,20,75,61.3,47,50,45.7,39,97,62.5,29,9,2.8,0,30.2,30.1,30,0,2,1023
04-27-2023,42.996,21,78,64.4,50,54,44.5,35,100,55.3,21,8,3.2,0,30.1,30.1,30,0,3,1024
04-28-2023,33.362,22,81,66,51,58,48.7,42,100,59.4,28,15,5.1,0,30.1,30,29.9,0,4,1025
04-29-2023,40.992,23,72,65.1,55,60,58.7,55,100,81.1,64,18,9.4,0,30.1,30,29.9,0,5,1026
04-30-2023,20.447,24,80,69,57,67,64.3,57,100,85.9,62,13,7.3,0,30,30,29.9,0,6,1027
05-01-2023,39.176,25,86,73.1,66,69,64.8,52,97,77,49,14,7.2,0,30.1,30,29.9,0,0,1028
05-02-2023,19.043,26,77,65.9,55,52,50.8,50,84,60.8,39,12,6.7,3,30.2,30.1,30.1,0,1,1029
05-03-2023,15.817,27,75,62.3,50,50,47,44,89,60.3,35,15,8.9,0,30.2,30.1,30.1,0,2,1030
05-04-2023,44.701,28,75,63.9,50,60,55.4,50,100,76.3,51,21,9,0,30.1,30.1,30,0,3,1031
05-05-2023,10.445,29,79,69.5,60,66,62.6,60,100,80,56,21,10.7,0,30,29.9,29.8,0,4,1032
05-06-2023,24.266,30,76,66.5,52,68,60.7,41,96,81.9,66,24,12,3,30.1,29.9,29.7,0.03,5,1033
05-07-2023,11.647,31,55,50.8,44,41,38.7,36,86,63.6,57,28,14.6,0,30.2,30.1,30.1,0,6,1034
05-08-2023,26.650,1,56,48.2,39,41,38.6,36,93,71.2,51,10,4.6,0,30.2,30.1,30.1,0,4,1035
05-09-2023,24.805,2,71,54.7,38,47,40.6,36,97,65.4,30,14,4.1,0,30.2,30.1,30,0,0,1036
05-10-2023,13.451,3,70,60.6,47,63,54.7,46,97,81.7,65,23,10.3,0,30.1,30,29.9,0,0,1037
05-11-2023,51.661,4,83,72.3,64,73,69,64,100,90.5,63,14,7.7,0,29.9,29.9,29.8,0.34,3,1038
05-12-2023,52.377,5,82,73.3,69,71,69.9,69,100,89.8,65,14,7.2,0,29.9,29.8,29.8,0.01,5,1039
05-13-2023,16.326,6,83,73.6,70,73,71,69,100,92,63,16,11.3,5,29.8,29.8,29.7,0,1,1040
05-14-2023,39.067,7,75,69.3,63,73,68,63,100,95.4,84,18,9.5,0,29.8,29.8,29.6,0.02,3,1041
05-15-2023,35.707,8,82,69.3,63,65,63.1,62,100,82.8,54,18,9.3,0,29.8,29.7,29.6,0.97,6,1042
05-16-2023,29.656,9,89,74,62,64,58.6,49,100,65.6,28,10,3.7,0,29.8,29.8,29.7,0.01,2,1043
05-17-2023,37.545,10,89,75.5,62,65,60.9,55,100,64.9,35,22,11.4,3,29.7,29.6,29.5,0,4,1044
05-18-2023,31.287,11,77,72.3,66,70,65.9,52,100,80.8,60,20,8.5,0,29.7,29.6,29.4,0,0,1045
05-19-2023,48.029,12,72,66.1,60,66,57,48,100,73.4,58,17,10.3,3,29.8,29.7,29.6,0.04,2,1046
05-20-2023,33.071,13,85,71,53,73,65.6,42,100,84.3,57,26,12.2,6,29.7,29.5,29.4,0.15,5,1047
05-21-2023,36.951,14,72,58,48,47,42.4,39,80,58.6,32,22,11.4,0,29.9,29.8,29.7,0.19,6,1048
05-22-2023,23.605,15,79,64.8,49,58,52.5,46,90,67.4,40,17,7.8,0,30,29.9,29.9,0,0,1049
05-23-2023,38.625,16,80,70.5,60,66,62.7,57,90,77.6,54,20,13,5,30,29.9,29.9,0,1,1050
05-24-2023,51.932,17,78,72.6,70,73,70.2,66,100,92.2,79,23,13.9,9,29.9,29.7,29.6,0,2,1051
05-25-2023,32.548,18,76,66.7,60,72,62.9,52,100,88.5,62,26,11.3,5,29.8,29.6,29.5,0.78,3,1052
05-26-2023,38.401,19,74,64.4,56,51,45.6,39,75,53.3,28,28,13.2,5,30,29.9,29.8,0.76,4,1053
05-27-2023,41.240,20,79,64.7,49,53,47,41,93,57.8,31,9,2.8,0,30,29.9,29.9,0,5,1054
05-28-2023,10.626,21,81,68.7,54,63,57.8,52,97,71.4,41,21,11.4,0,29.9,29.9,29.9,0,6,1055
05-29-2023,52.761,22,79,70.8,61,67,63.9,61,100,80.3,58,20,11.8,3,30,29.9,29.9,0,0,1056
05-30-2023,33.132,23,77,71.1,68,70,68.4,67,100,91.4,74,16,8.7,0,30,29.9,29.8,0,1,1057
05-31-2023,29.440,24,79,71.5,66,72,69.1,66,100,92.7,69,24,10.5,0,29.8,29.8,29.6,0.02,2,1058
06-01-2023,44.126,25,84,72,64,71,62.4,57,100,75.4,40,16,8.4,0,29.9,29.7,29.6,0.07,3,1059
06-02-2023,23.875,26,85,73.3,60,63,61.5,60,100,69.2,44,12,4.8,0,30,29.9,29.9,0,4,1060
06-03-2023,23.492,27,84,74.5,65,66,61.8,58,93,66.5,41,20,9.1,0,29.9,29.8,29.8,0,5,1061
06-04-2023,40.873,28,81,72.4,62,68,64.3,62,100,77.2,54,17,9.1,0,29.9,29.8,29.8,0,6,1062
06-05-2023,35.827,29,85,77.5,69,74,70.8,65,93,80.7,57,21,12.8,5,29.9,29.8,29.8,0,0,1063
06-06-2023,18.806,30,87,79.4,77,74,72,68,90,78.7,53,25,16.7,12,29.9,29.8,29.8,0,1,1064
06-07-2023,14.385,1,86,79.5,76,74,71.9,70,87,78,63,21,15.5,10,29.9,29.8,29.8,0,5,1065
06-08-2023,18.612,2,83,74.9,67,73,69.9,65,100,85.1,65,24,10.9,0,30,29.9,29.8,0,1,1066
06-09-2023,50.726,3,77,73.5,69,73,71.3,68,100,92.9,82,21,9.1,0,29.9,29.8,29.7,0.45,1,1067
06-10-2023,45.238,4,86,73.3,66,72,67.2,64,100,83.3,51,12,6.8,0,29.8,29.7,29.6,0.88,4,1068
06-11-2023,33.032,5,85,74.5,65,68,65.3,61,100,75,51,12,6.8,0,29.8,29.8,29.7,0,6,1069
06-12-2023,12.422,6,83,74.3,64,69,66.5,64,100,78.4,53,16,7.4,0,29.9,29.8,29.8,0,2,1070
06-13-2023,29.261,7,80,72.7,69,75,71.3,68,100,95.3,81,23,10,0,29.9,29.8,29.8,0,4,1071
06-14-2023,27.073,8,83,77.3,70,78,73.5,67,100,88.2,72,23,11.4,0,29.7,29.6,29.5,1.92,0,1072
06-15-2023,30.839,9,89,78.2,68,78,74.9,68,100,90.1,65,39,10.8,0,29.7,29.7,29.6,0.08,3,1073
06-16-2023,46.901,10,76,70.8,67,70,68.2,66,100,91.6,79,20,8.6,0,29.8,29.8,29.7,3.15,5,1074
06-17-2023,50.780,11,76,71.4,68,72,70.4,67,100,96.8,85,13,6.4,0,29.8,29.7,29.6,0,1,1075
06-18-2023,51.677,12,78,69.8,65,67,63.1,61,100,80.8,58,20,8.5,0,29.8,29.8,29.7,0.4,3,1076
06-19-2023,41.961,13,84,72.1,59,66,61.4,58,100,72.5,42,13,5.8,0,29.9,29.8,29.8,0,0,1077
06-20-2023,47.720,14,85,74.5,65,68,63.8,57,100,72.6,38,20,7.5,0,29.9,29.9,29.8,0,1,1078
06-21-2023,20.709,15,85,75.9,68,69,65.5,63,97,72.4,48,15,6.7,0,29.9,29.9,29.9,0,2,1079
06-22-2023,26.658,16,86,75.4,65,70,65.2,58,100,73.5,40,18,7.2,0,29.9,29.9,29.8,0,3,1080
06-23-2023,11.608,17,86,77.1,66,74,71.5,66,100,83.9,65,23,11.3,0,29.8,29.8,29.7,0,4,1081
06-24-2023,31.570,18,84,80,77,78,75.1,73,94,85.1,72,21,13,8,29.7,29.6,29.6,0,5,1082
06-25-2023,41.958,19,91,82.8,79,78,77.1,76,97,84.1,61,18,9.2,5,29.8,29.7,29.6,0.09,6,1083
06-26-2023,33.756,20,89,82.3,77,77,75.4,73,100,80.7,59,28,16.2,6,29.8,29.7,29.6,0,0,1084
06-27-2023,51.238,21,88,83.1,79,78,74.7,73,88,76.1,63,28,16,9,29.6,29.6,29.5,0,1,1085
06-28-2023,30.053,22,89,83.6,80,77,75.5,73,88,76.9,63,22,17.2,9,29.8,29.7,29.6,0,2,1086
06-29-2023,54.023,23,87,82.3,78,79,75.6,74,90,80.3,67,24,17.5,12,29.9,29.9,29.8,0,3,1087
06-30-2023,53.954,24,88,81.4,76,76,74.2,73,97,79.5,61,20,14.1,0,29.9,29.9,29.9,0,4,1088
07-01-2023,50.746,25,89,81.5,74,76,73.8,70,97,78.5,55,18,11.9,0,30,29.9,29.9,0,5,1089
07-02-2023,47.433,26,89,80.8,72,74,72.6,71,100,77.5,57,18,9.8,0,30,29.9,29.9,0,6,1090
07-03-2023,47.522,27,91,82,74,73,69.7,62,93,68.5,39,18,9.4,0,29.9,29.8,29.7,0,0,1091
07-04-2023,42.123,28,91,83.4,77,76,74.6,73,90,75.5,57,21,12.8,6,29.7,29.7,29.6,0,1,1092
07-05-2023,49.633,29,84,80.2,77,73,71,70,88,74.2,63,12,8,3,29.7,29.7,29.6,0,2,1093
07-06-2023,47.084,30,91,81.3,73,78,74.6,70,97,81.3,57,13,6.8,0,29.8,29.8,29.7,0,3,1094
07-07-2023,27.634,31,92,80.9,73,79,75.3,72,100,84.2,58,15,4.8,0,29.9,29.8,29.8,0.06,4,1095
07-08-2023,46.337,1,94,81.9,71,77,73.3,71,100,77.6,50,12,3.4,0,29.9,29.8,29.7,0.13,6,1096
07-09-2023,44.934,2,96,84.7,74,78,74,69,100,73.2,43,14,4.7,0,29.9,29.8,29.7,0,2,1097
07-10-2023,51.511,3,94,84.1,74,77,72.9,69,100,71.9,47,15,5.3,0,29.9,29.8,29.8,0,2,1098
07-11-2023,51.991,4,93,80.4,73,77,74,72,100,83,52,22,7.6,0,29.9,29.8,29.8,0,5,1099
07-12-2023,11.496,5,79,75.4,73,78,75.1,73,100,99.1,90,25,12.9,5,29.8,29.7,29.6,0.74,0,1100
07-13-2023,28.369,6,94,82,75,75,72.7,67,100,75.8,47,12,5.7,0,29.7,29.6,29.6,1.72,3,1101
07-14-2023,25.995,7,94,83,74,78,72.5,69,94,72.5,47,15,7.7,3,29.6,29.6,29.6,0,5,1102
07-15-2023,22.139,8,94,83.8,73,75,71.8,70,93,69.2,47,12,5.2,0,29.7,29.6,29.6,0,1,1103
07-16-2023,34.050,9,95,84.8,74,76,74.2,72,97,72.3,49,13,5.5,0,29.9,29.8,29.7,0,4,1104
07-17-2023,33.785,10,93,83.4,77,75,73.3,71,88,72.3,54,15,9.4,6,30,30,29.9,0,6,1105
07-18-2023,51.320,11,88,79,73,71,65,61,85,63.4,48,12,7.4,0,30,29.9,29.9,0,2,1106
07-19-2023,17.560,12,90,79.7,70,69,65.1,59,97,64.7,37,8,3.5,0,29.9,29.9,29.8,0.01,4,1107
07-20-2023,49.425,13,91,81,72,70,66.2,61,90,63,40,10,5.8,0,30,29.9,29.9,0,3,1108
07-21-2023,23.463,14,88,81.5,74,74,70.5,67,93,70.5,55,20,9.5,0,29.9,29.9,29.8,0,4,1109
07-22-2023,46.487,15,93,85.3,78,79,75,72,90,72.4,53,15,10.3,5,29.9,29.8,29.8,0,5,1110
07-23-2023,12.630,16,88,78,68,78,74.3,67,100,88.9,63,28,13.3,3,29.9,29.8,29.7,0,6,1111
07-24-2023,31.228,17,89,76.8,68,75,71.3,68,100,84.6,59,12,6.2,0,29.8,29.8,29.7,1.51,0,1112
07-25-2023,53.261,18,93,83.6,74,80,75.9,72,100,79.7,54,10,4.3,0,29.8,29.8,29.7,0,1,1113
07-26-2023,18.059,19,96,86,79,79,77,76,97,75.5,54,14,8.1,5,29.8,29.7,29.6,0,2,1114
07-27-2023,54.576,20,93,85.7,79,79,78.1,75,97,79,59,14,8.7,0,29.8,29.7,29.7,0,3,1115
07-28-2023,21.398,21,93,86.7,82,81,79.3,77,94,79.5,59,18,12,7,29.8,29.8,29.7,0,4,1116
07-29-2023,36.905,22,93,86.5,83,83,79.8,78,91,80.7,63,20,12.1,7,29.9,29.8,29.8,0,5,1117
07-30-2023,53.537,23,93,87.5,82,81,79.1,78,89,76.7,66,18,13.8,9,29.8,29.8,29.7,0.02,6,1118
07-31-2023,34.697,24,88,78,68,80,72.8,68,100,85.2,61,25,9.9,0,29.9,29.8,29.7,0.88,0,1119
08-01-2023,38.299,25,84,76.1,73,75,72.9,69,100,90.1,69,15,7.8,0,29.9,29.9,29.8,0.42,1,1120
